Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
1/2020,Dispensa de Licitação,64361002208202007,160225,BASE ADMINISTRATIVA DO CURADO - PE,Recife/PE,AQUISIÇÃO DE MATERIAIS A SEREM EMPREGADOS NO COMBATE AO COVID-19 TÃO SOMENTE À PARCELA NECESSÁRIA AO ATENDIMENTO DA SITUAÇÃO DE EMERGÊNCIA PARA A BASE ADMINISTRATIVA DO CURADO E DEMAIS ORGANIZAÇÕES MILITARES EMPREGADAS NA ATIVIDADE.,10,0,223742.4
29/2020,Dispensa de Licitação,64592003214202050,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,AQUISIÇÃO DE REAGENTES E COMPRA DE EQUIPAMENTO PARA ENFRENTAMENTO DE EMERGÊNCIA DE SAÚDE PÚBLICA,4,0,219677
30/2020,Dispensa de Licitação,64576005050202001,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"SERVIÇO EM CARÁTER EMERGENCIAL DE SAÚDE PÚBLICA, PARA INSTALAÇÃO E FORNECIMENTO DE REDE DE GASES MEDICINAIS, SENDO OXIGÊNIO E AR COMPRIMIDO INCLUINDO PONTOS DE CONSUMO DE GASES PARA INFRAESTRUTURA HOSPITALAR PROVISÓRIA.",1,1,219612
16/2020,Dispensa de Licitação,16,160365,HOSPITAL DE GUARNICAO DE BAGE/RS,Bagé/RS,A PRESENTE CONTRATAÇÃO DESTINA-SE A AQUISIÇÃO DE APARELHO/EQUIPAMENTO MÉDICO (RESPIRADORES) PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA MUNDIAL PARA COMBATER A PANDEMIA DO VÍRUS COVID-19 – CORONA VIRUS.,1,0,218199.24
31/2020,Dispensa de Licitação,64581023386202079,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MATERIAL HOSPITALAR, DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS COVID19.",8,0,214912
155/2020,Dispensa de Licitação,64584016702202026,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO COM INSTALAÇÃO DE EQUIPAMENTOS PORTÁTEIS DE PRESSÃO NEGATIVA COM FILTRAGEM HEPA PARA ONCOLOGIA, ODONTOLOGIA E UTI COVID-19",3,0,214000
28/2020,Dispensa de Licitação,653.440.055.932.020,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,"AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER A DEMANDA DOS PACIENTES COM COVID-19. (DOPAMINA,CLOR. 5MG/ML 10ML,ENOXAPARINA 20MG,ENOXAPARINA SÓDICA 40MG,ENOXAPARINA SÓDICA 60MG,ETOMIDATO 2MG/ML,FENTANILA,CLOR. 0,05MG/ML 5ML,FLUMAZENIL 0,1MG/ML 5ML,HIDRALAZINA CLOR. 20MG 1ML,LIDOCAÍNA CLOR 20MG GEL TÓPICO 30MG,LIDOCAÍNA CLOR 100MG SPRAY 50ML, MIDAZOLAN 5MG/ML 3ML,NITROGLICERINA 5MG 10ML,NITROPRUSSETO DE SÓDIO 50MG PÓ,OMEPRAZOL SÓDICO 40MG PÓ,PANCURÔNIO BROM. 2MG/ML 2ML,PROPOFOL 10MG/ML 20ML.",7,0,211865
42/2020,Dispensa de Licitação,64582006154202046,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:259/2020  DE 14 DE ABRIL DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.  ",1,0,196000
82/2020,Dispensa de Licitação,64582007639202057,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:039/2020 DE 22 DE ABRIL DE 2020 DO LABORATÓRIO DE ANÁLISES CLÍNICAS DO HMAPA.,1,0,195000
77/2020,Dispensa de Licitação,64582007639202057,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:039/2020 DE 22 DE ABRIL DE 2020 DO LABORATÓRIO DE ANÁLISES CLÍNICAS DO HMAPA.,1,0,195000
20/2020,Dispensa de Licitação,64044003289202047,160353,6 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RR,Boa Vista/RR,"AQUISIÇÃO EMERGÊNCIAL DE POSTES DE CONCRETOS, VISANDO ATENDER AS NECESSIDADES DO 6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO EM COMBATE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS RESPONSÁVEL PELO SURTO DE 2020.",5,1,194600
42/2020,Dispensa de Licitação,64044003282202025,160353,6 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RR,Boa Vista/RR,"AQUISIÇÃO EMERGÊNCIAL DE MATERIAIS DE CONSTRUÇÃO, MATERIAIS ELÉTRICOS, VISANDO ATENDER AS NECESSIDADES DO 6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO EM COMBATE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS RESPONSÁVEL PELO SURTO DE 2020. PROCESSO ADM 64044.003282/2020-25.",26,1,192974
99/2020,Dispensa de Licitação,64584012554202071,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA CAF (V).,5,0,189337.6
24/2020,Dispensa de Licitação,64579003839202090,160050,HOSPITAL GERAL DE FORTALEZA/MEX - CE,Fortaleza/CE,"TESTE RÁPIDO IMUNOCROMATOGRÁFICO PARA DETECTAR E DIFERENCIAR SIMULTANEAMENTE OS ANTICORPOS IGM E IGG ANTI-COVID-19 DO VÍRUS SARS-COV-2, PRESENTE EM AMOSTRAS HUMANAS DE SENGUE TOTAL, SORO OU PLASMA, COM RESULTADO EM ATÉ 20 MINUTOS. O CONJUNTO OU DISPOSITIVO (TIRA REATIVA OU SABONETINHO) DEVERÁ POSSUIR 02(DUAS) LINHAS DE TESTES, UMA PARA O ANTI IGG E OUTRA PARA O ANTI IGM, ALÉM UMA LINHA CONTROLE C. RESULTADO EM ATÉ 20 MINUTOS. APRESENTAÇÃO TESTE.  ",1,0,188200
49/2020,Dispensa de Licitação,64584008516202013,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MATERIAIS PARA O ENFRENTAMENTO DO COVID-19 - ÁLCOOL,2,0,182680
110/2020,Dispensa de Licitação,64584013264202044,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MACACÕES TYVEK XG.,1,0,182500
109/2020,Dispensa de Licitação,64584012201202071,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MACACÕES TYVEK GG.,1,0,182500
16/2020,Dispensa de Licitação,64575000033642020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,AQUISIÇÃO DE VENTILADOR PULMUNAR PEDIÁTRICO PARA FINS DE COMBATE AO COVID-19,1,0,180000
20/2020,Dispensa de Licitação,65344005364202092,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE RÉGUA DE GASES HOSPITALARES DO HGERJ.,1,0,176520
75/2020,Dispensa de Licitação,64589001762202002,160445,HOSPITAL DA GUARNICAO DE FLORIANOPOLIS,Florianópolis/SC,"AQUISIÇÃO DE EQUIPAMENTO MÉDICO-HOSPITALAR DESTINADO AO ENFRENTAMENTO DA SITUAÇÃO DE EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL, DECORRENTE DO CORONAVÍRUS E DE FATOS IMPREVISÍVEIS, QUE IMPÕEM IMEDIATAS PROVIDÊNCIAS, DIANTE DO RISCO DA DEMORA PROVOCAR PREJUÍZOS IRREPARÁVEIS À SEGURANÇA, À SAÚDE E A VIDA DOS PROFISSIONAIS DE SAÚDE, PACIENTES AMBULATORIAIS E INTERNADOS DO HGUFL, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO.",6,0,172534.6
17/2020,Dispensa de Licitação,64044003285202069,160353,6 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RR,Boa Vista/RR,"AQUISIÇÃO EMERGÊNCIAL DE MATERIAIS DE CONSTRUÇÃO E MATERIAIS ELÉTRICOS., VISANDO ATENDER AS NECESSIDADES DO 6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO EM COMBATE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS RESPONSÁVEL PELO SURTO DE 2020",30,1,170161
19/2020,Dispensa de Licitação,64582004935202004,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR - CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO Nº 030-LAC, DE 19 DE MARÇO DE 2020.",1,0,170000
5/2020,Dispensa de Licitação,64328000769202070,160220,COMISSAO REGIONAL DE OBRAS/5,Curitiba/PR,"AQUISIÇÃO E INSTALAÇÃO DE GERADOR DE ENERGIA PARA O HOSPITAL DE GUARNIÇÃO DE FLORIANÓPOLIS  - HGUFL, EM FLORIANÓPOLIS/SC",2,1,161764
26/2020,Dispensa de Licitação,64577012948202018,160143,HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE,Campo Grande/MS,"AQUISIÇÃO DE BENS – REAGENTES DE USO LABORATORIAL - COVID - 19 CONFORME PARTE REQUISITÓRIA DIEX Nº 152- LAB, DE 23 DE JULHO DE 2020",1,0,160000
23/2020,Dispensa de Licitação,60215001531202088,160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,SERVIÇO DE FORNECIMENTO DE PESSOAL PARA DISTRIBUIÇÃO DE ALIMENTAÇÃO (COPEIRO),1,0,158000
58/2020,Dispensa de Licitação,64576008546202029,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"AQUISIÇÃO DE TESTES DIAGNÓSTICOS PARA O CORONAVÍRUS, TIPO QUIMIOLUMINESCÊNCIA OU ELETROQUIMIOLUMINESCÊNCIA, PARA O PRONTO EMPREGO NO LABORATÓRIO DE ANÁLISES CLÍNICAS (LAC) DO HOSPITAL MILITAR DE ÁREA DE BRASÍLIA (HMAB)",1,0,156000
17/2020,Dispensa de Licitação,64593002327202028,160351,HOSPITAL DE GUARNICAO DE PORTO VELHO-MEX/RO,Porto Velho/RO,AQUISIÇÃO DE TESTE DE GASOMETRIA ARTERIAL PARA MEDIR O PH E OS NÍVEIS DE OXIGÊNIO E GÁS CARBÔNICO NO SANGUE DE UMA ARTÉRIA.,1,1,156000
16/2020,Dispensa de Licitação,64576004239202079,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"MATERIAIS DESCARTÁVEIS SENDO MACACÃO TIPO TYVEK IMPERMEÁVEL, COM ZÍPER E CAPUZ, COR BRANCA, TOUCAS DESCARTAVEIS EM TNT E SAPATILHAS DESCARTÁVEL EM TNT.",3,0,156000
48/2020,Dispensa de Licitação,"6,0215E+16",160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,SERVIÇO DE FORNECIMENTO DE PESSOAL PARA DISTRIBUIÇÃO DE ALIMENTAÇÃO (COPA),1,1,154840
35/2020,Dispensa de Licitação,64429900951520201,160036,COMANDO 6 REGIAO MILITAR,Salvador/BA,"AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO/HOSPITALAR PARA O COMANDO DA 6ª REGIÃO MILITAR DESTINADOS AO ENFRENTAMENTO DO COVID-19 ",4,0,154020
27/2020,Dispensa de Licitação,64581023450202011,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MEDICAMENTOS, DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS COVID19.",20,0,150271
70/2020,Dispensa de Licitação,64592006038202016,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,"AVENTAL DESCARTÁVEVEL TNT 40, GM2, RECOBERTO COM POLIETILENO 35 G/M2, NÃO ESTÉRIL",1,0,150000
62/2020,Dispensa de Licitação,64584009807202029,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE AVENTAIS ESTÉREIS IMPERMEÁVEIS.,1,0,149500
144/2020,Dispensa de Licitação,64584012029202055,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE AVENTAIS ESTÉREIS IMPERMEÁVEIS.,1,0,148500
161/2020,Dispensa de Licitação,64584012163202056,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE AVENTAL ESTÉRIL IMPERMEÁVEL,1,0,148500
39/2020,Dispensa de Licitação,64592003748202086,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,"MONITOR MULTIPARAMÉTRICO - ECG SPO2, PNI, TEMPERATURA E FR",1,0,145600
17/2020,Dispensa de Licitação,64455001645202056,160049,10. DEPOSITO DE SUPRIMENTO/MEX - CE,Fortaleza/CE,AQUISIÇÃO DE MATERIAL HOSPITALAR(MÁSCARA TRIPLA DESCARTÁVEL.,1,0,144000
48/2020,Dispensa de Licitação,64576006271202099,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR, SENDO AVENTAIS PARA A DIVISÃO DE ODONTOCLÍNICA DO HMAB.",2,0,142500
61/2020,Dispensa de Licitação,64584009725202084,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MÁSCARAS N95.,1,0,140000
35/2020,Dispensa de Licitação,6458102331/202054,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE DETECTOR PARA SISTEMA DE RADIOGRAFIA DIGITAL, PARA REALIZAÇÃO DE EXAMES DE IMAGEM NO CONJUNTO DE RAIO XMULTIX B, DO PATRIMÔNIO DO H MIL A MANAUS, VISANDO ÀS AÇÕES DE ENFRENTAMENTO DA EMERGÊNCIA EM SAÚDE PÚBLICA DE IMPORTÂNCIA NACIONAL (ESPIN), EM DECORRÊNCIA DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (2019-NCOV).",1,0,140000
43/2020,Dispensa de Licitação,64577009612202078,160143,HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE,Campo Grande/MS,"AQUISIÇÃO DE MATERIAL LABORATORIAL (TESTE PARA DETECÇÃO DA QUANTIDADE DE ANTICORPOS PARA CORONAVIRUS, COVID 19. DIEX REQUISITÓRIO Nº 94 DE 5 JUNHO 20).",1,0,140000
22/2020,Dispensa de Licitação,64000061845202014,160249,ACADEMIA MILITAR DAS AGULHAS NEGRAS/RJ,Resende/RJ,AQUISIÇÃO DE MATERIAIS PARA ENFRETAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DO CORONAVÍRUS(COVID-19)EM PROVEITO DA ACADEMIA MILITAR DAS AGULHAS NEGRAS.,12,0,137179
97/2020,Dispensa de Licitação,64584012594202012,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA CAF (III).,3,0,136200
150/2020,Dispensa de Licitação,64582011245202001,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N: 520/2020 DE 13 JUNHO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,2,0,135192
139/2020,Dispensa de Licitação,64582011245202001,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:520/2020 DE 13 DE JUNHO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.  ",2,0,135192
95/2020,Dispensa de Licitação,6458024776202076,160121,HOSPITAL GERAL DE JUIZ DE FORA,Juiz de Fora/MG,AQUISIÇÃO DE GÁS COMPRIMIDO PARA O ENFRENTAMENTO DO PROBLEMA DE SAÚDE PÚBLICA RELACIONADA AO COVID-19.,1,0,135000
124/2020,Dispensa de Licitação,64584013539202040,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA CAF (XIV).,3,0,133950
433/2020,Dispensa de Licitação,433/2020,160118,COMANDO DA 4 REGIAO MILITAR/DIV EX,Belo Horizonte/MG,"AQUISIÇÃO DE MATERIAL PARA ENFRENTAMENTO DA PANDEMIA INTERNACIONAL DO COVID-19, DESTINADO AO CMDO 4ª RM.",1,0,133000
123/2020,Dispensa de Licitação,64584013558202076,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA CAF (XIII).,5,0,132340
190/2020,Dispensa de Licitação,64582018163202080,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO  HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO N:084/2020 DE 14 DE OUTUBRO DE 2020 DO LABORATÓRIO DE ANÁLISES CLINICAS DO HMAPA.        ",1,0,128000
5/2020,Dispensa de Licitação,64456011816202045,160072,11. DEPOSITO DE SUPRIMENTOS-MEX/DF,Brasília/DF,ATENDER DESPESA COM AQUISIÇÃO DE MATERIAL DE CONSUMO PARA AÇÕES DE COMBATE AO COVID-19.,4,0,126396.8
13/2020,Dispensa de Licitação,64598001718202085,160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira/AM,"AQUISIÇÃO DE CILINDRO DE GASES MEDICINAIS, SE CARGA, VOLUME DE 50 LITROS E CAPACIDADE DE 10M³, CONFECCIONADA EM AÇO.  CILINDRO DE GASES MEDICINAIS(VAZIO) SEM CARGA, DE VOLUME DE 50 (CINQUENTA) LITROS E CAPACIDADE DE 10 (DEZ) M³ (METROS CÚBICOS) DE GÁS OXIGÊNIO MEDICINAL, CONFECCIONADO EM AÇO.  ",1,0,126000
31/2020,Dispensa de Licitação,64584008068202058,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE AVENTAIS, ÁLCOOL EM GEL E ÓCULOS DE PROTEÇÃO.",3,0,124570
141/2020,Dispensa de Licitação,64582011315202013,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL PERMANENTE CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:19/2020 DE 29 DE MAIO DE 2020 DA CHEFIA DE ENFERMAGEM DO HMAPA.,2,0,124000
134/2020,Dispensa de Licitação,64683006759202007,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,"SERVIÇO DE SELEÇÃO E TREINAMENTO- CURSO DE CAPACITAÇÃO PARA MUDANÇA DE CARTEIRA NACIONAL DE HABILITAÇÃO (CNH), COM OBTENÇÃO NAS CATEGORIAS C E D.",2,0,123500
53/2020,Dispensa de Licitação,64683006759202007,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,"SERVIÇO DE SELEÇÃO E TREINAMENTO- CURSO DE CAPACITAÇÃO PARA MUDANÇA DE CARTEIRA NACIONAL DE HABILITAÇÃO (CNH), COM OBTENÇÃO NAS CATEGORIAS C E D.",2,0,123500
83/2020,Dispensa de Licitação,64582007327202043,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:365/2020  DE 07 DE MAIO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,1,0,118800
69/2020,Dispensa de Licitação,64582007327202043,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:365/2020  DE 07 DE MAIO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,1,0,118000
5/2020,Dispensa de Licitação,64583005713202091,160199,HOSPITAL MILITAR DE ÁREA DE RECIFE,Recife/PE,AQUISIÇÃO DE TESTES RÁPIDOS PARA COVID 19 IGG/IGM,1,0,118000
244/2020,Dispensa de Licitação,64582022292202072,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL PERMANENTE APAR. EQUIP. UTENS. MED., ODONT, LABOR. HOSPIT.CONFORME SOLICITAÇÃO CONTIDA NA REQ 31 - CTI DE 08 DE DEZEMBRO DE 2020 DO CENTRO DE TRATAMENTO INTENSIVO DO HMAPA.",1,0,117555.81
129/2020,Dispensa de Licitação,64584011447202025,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MÁSCARAS N95.,1,0,117500
170/2020,Dispensa de Licitação,64584019051202026,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE AVENTAL ESTÉRIL IMPERMEÁVEL,1,0,117000
9/2020,Dispensa de Licitação,64625002719202072,160021,PARQUE REGIONAL DE MANUTENCAO/12/MEX/AM,Manaus/AM,"AQUISIÇÃO DE INSUMOS DE SAÚDE - PARA ATENDER MEDIDAS PREVENTIVAS DE COMBATE AO COVID-19, ATRAVÉS DA PRODUÇÃO DE MÁSCARAS DE PROTEÇÃO E ÁLCOOL EM GEL, FAZENDO-SE NECESSÁRIA A AQUISIÇÃO DOS REFERIDOS MATERIAIS QUE SERÃO USADOS COMO MATÉRIA-PRIMA NA PRODUÇÃO.",7,0,116300
56/2020,Dispensa de Licitação,64592004323202094,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,APARELHO DE RAIO X,1,0,116000
11/2020,Dispensa de Licitação,64447006973202048,160069,COMANDO LOGISTICO,Brasília/DF,AQUISIÇÃO DE MATERIAIS DE CONSUMO MÉDICO-HOSPITALARES E DE PROTEÇÃO INDIVIDUAL PARA O COMBATE À PANDEMIA DE COVID-19 NO ÂMBITO DO EXÉRCITO BRASILEIRO.,1,0,115650
49/2020,Dispensa de Licitação,60215002362202001,160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,"SERVIÇO DE CONTRATAÇÃO DE CAMAREIRA HOSPITALAR PARA MANTER AS UNIDADES HABITACIONAIS DEVIDAMENTE HIGIENIZADAS E ORGANIZADAS NO ÂMBITO DA ÁREA DE PROTEÇÃO E CUIDADOS. ",1,1,115500
67/2020,Dispensa de Licitação,64584010366202016,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MACACÃO E BOTA TYVEK.,2,0,113290
68/2020,Dispensa de Licitação,64584010366202016,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MACACÃO E BOTA TYVEK.,2,0,113290
139/2020,Dispensa de Licitação,64584015127202044,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE MEDICAMENTOS PARA ENFRENTAMENTO DO COVID-19 (XVIII). ",3,0,112875
40/2020,Dispensa de Licitação,64581024593202041,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS ENERGÉTICOS PARA O HOSPITAL MILITAR DE ÁREA DE MANAUS, NAS AÇÕES DE ENFRENTAMENTO DA EMERGÊNCIA EM SAÚDE PÚBLICA DE IMPORTÂNCIA NACIONAL (ESPIN), EM DECORRÊNCIA DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (2019-NCOV).",2,0,111900
20/2020,Dispensa de Licitação,64575.00003366/20,160166,HOSPITAL GERAL DE BELEM,Belém/PA,AQUISIÇÃO DE MONITOR MULTIPARÂMETROS PARA COMBATE AO COVID-19,1,0,108570.96
43/2020,Dispensa de Licitação,64581024925202097,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,AQUISIÇÃO DE MATERIAIS MÉDICO HOSPITALARES,17,0,107412.88
13/2020,Dispensa de Licitação,64581022416202020,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR, PARA ATENDER MEDIDAS DE PREVENÇÃO À PANDEMIA DE COVID-19.",5,0,106430
28/2020,Dispensa de Licitação,653440055932020,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,"AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER A DEMANDA DOS PACIENTES COM COVID-19. (DOPAMINA,CLOR. 5MG/ML 10ML,ENOXAPARINA 20MG,ENOXAPARINA SÓDICA 40MG,ENOXAPARINA SÓDICA 60MG,ETOMIDATO 2MG/ML,FENTANILA,CLOR. 0,05MG/ML 5ML,FLUMAZENIL 0,1MG/ML 5ML,HIDRALAZINA CLOR. 20MG 1ML,LIDOCAÍNA CLOR 20MG GEL TÓPICO 30MG,LIDOCAÍNA CLOR 100MG SPRAY 50ML, MIDAZOLAN 5MG/ML 3ML,NITROGLICERINA 5MG 10ML,NITROPRUSSETO DE SÓDIO 50MG PÓ,OMEPRAZOL SÓDICO 40MG PÓ,PANCURÔNIO BROM. 2MG/ML 2ML,PROPOFOL 10MG/ML 20ML.",9,0,105689
